Score,Review,SNS,Addr
2,일년넘게 장이상으로 두드러기가 심합니다.. 그래서 프로바이틱스 복용하고 있는데  을 복용하면 더욱더 좋을거 같아서 신청합니다...,kakaostory,서울특별시
4,"평소 신랑과 아이 저희 세식구 모두 유산균을 먹고 있는데요 여러가지 유산균을 먹어봐도 별다른 효과를 보지 못해 다른 제품을 찾고 있다가 우연히 신문광고로 접하게된 4중코팅  ! 세계최초 4중코팅??하면서 약국에 갔더니 없더라구요 그래서 본사전화문의!!! 해당약국까지 찾아갔더랍니다 그동안 먹었던 유산균보다 좀 고가이지만 속는셈 치고 한달만 먹어보자해서 구입한   그리하여 2주정도 지난 지금 무엇을 먹어도 아무 반응 없던 신랑 첫 반응이 나타났어요 과민성 대장인 저희 신랑 변 상태가 달라졌어요!!!!! 저같은 경우엔 반응본다고 먹다말다 했는데 저두 먹을때랑 안먹을때랑 확연한 차이가 있구요 아이 면역상태도 지켜보고 있습니다 각종 스트레스와 육류, 야식, 과식의 식습관인 저희 가족에게 꼭 필요한 유산균이네요 좋은제품 좋은 입소문 나도록 체험단 신청합니다^^",kakaostory,경상남도
2,  정말 너무나도 기대만점으로 다가 옵니다.,facebook,경기도
3,변비가심해서이것저것검색해보다유산균은꼭우리몸에필요하다는말을듣고. 새로나온 먹어보고싶은데마침제험분을신청할수있는기회가있어서. 이렇게신청해보아요.꼭당첨되서한번먹어보고싶어요,kakaostory,
3,유산균도 꾸준히 챙겨먹고 식습관두 집밥 위주로 먹을려고 하는편인데 장이 안 좋은거 같아요 화장실을 매일 가지 못하구 까스가 자주 생기는거 같구 ...,facebook,서울특별시
2,과민성대사증후군으로 장을 건강하게하고싶어요,kakaostory,부산광역시
3,우리아기 이유식 시작 전 첫 유산균!  키즈로 시작하고 싶어요~!,kakaostory,서울특별시
3,4중코팅이라 영양소가 장까지 흡수를 잘해 효과가 기대되네요,facebook,
3,  하이락토를 먹고있는 구매자입니다.  을 체험해보고싶습니당..!!!,kakaostory,서울특별시
3,어렸을때 부터 장이 안좋아서 설사는 기본이며 항상 화장지를 들고 다닐정도입니다. 이런저런 유산균 다 먹어봐도 잘 안들어서 일부러 찾아찾아 LP299V 라는 비싼 유산균을 해외에서 사먹는 실정입니다. 우연치 않게 TV 광고를 보고 이렇게 체험단을 신청하게 되었습니다. 먹어보고 진짜 좋아졌으면 하네요,kakaostory,경기도
3,올가을부터 어린 둘째아이가 계속 아파서 병원에 다니고있어요 누나가 기관에 다니니 어쩔수없이 둘째도 일찍 아프기 시작하네요 아이들이 둘다 장이 좋지 않은지 평소에도 배앓이나 변비가 있는 편이예요 그래서 아이들의 건강은 물론 면역력까지 지켜주고 싶어서 유산균에 대해 알아보다가  을 알게됐어요  과의 멋진 만남을 기대하면서 체험단에 응모합니다,facebook,경기도
1,건강을 되찾고 싶어요,facebook,서울특별시
3,저는신랑을위해서 신청하고싶어여 영업하는일이라서 차를탈일이많고여 화장실도 잘가지못합니다 글구 사무실에와서는 앉아일이많구여 회식도많이하고 기름진음식에 일주일에3번정도는 먹으니 항상 먹는게걱정입니다 짐에서 과일이나 채소를챙겨준다고해도 그때뿐이더라구여 항상 화장실가면많이힘들어하는데 신랑이 편하게 화장실을갈수있께 꼭도와주고싶어여,facebook,
3,저는신랑을위해서 신청하고싶어여 영업하는일이라서 차를탈일이많고여 화장실도 잘가지못합니다 글구 사무실에와서는 앉아일이많구여 회식도많이하고 기름진음식에 일주일에3번정도는 먹으니 항상 먹는게걱정입니다 짐에서 과일이나 채소를챙겨준다고해도 그때뿐이더라구여 항상 화장실가면많이힘들어하는데 신랑이 편하게 화장실을갈수있께 꼭도와주고싶어여,facebook,
3,저는신랑을위해서 신청하고싶어여 영업하는일이라서 차를탈일이많고여 화장실도 잘가지못합니다 글구 사무실에와서는 앉아일이많구여 회식도많이하고 기름진음식에 일주일에3번정도는 먹으니 항상 먹는게걱정입니다 짐에서 과일이나 채소를챙겨준다고해도 그때뿐이더라구여 항상 화장실가면많이힘들어하는데 신랑이 편하게 화장실을갈수있께 꼭도와주고싶어여,facebook,
3,저는신랑을위해서 신청하고싶어여 영업하는일이라서 차를탈일이많고여 화장실도 잘가지못합니다 글구 사무실에와서는 앉아일이많구여 회식도많이하고 기름진음식에 일주일에3번정도는 먹으니 항상 먹는게걱정입니다 짐에서 과일이나 채소를챙겨준다고해도 그때뿐이더라구여 항상 화장실가면많이힘들어하는데 신랑이 편하게 화장실을갈수있께 꼭도와주고싶어여,kakaostory,
1,장건강지켜주고싶어요 ㅎ,kakaostory,충청남도
2,세계최초 특허 4중코팅 프로바이오틱스   체험단 신청합니다! ^^,kakaostory,인천광역시
3,"유산균이 필요하다는 것은 말할 필요가 없잖아요. 약사 친구에게 하나 추천해달라고 했더니 쎌티아이를 추천하더라구요, 그리고 한국*쿠*트에 근무하는 연구원 선배에서 물었더니, 캐나다 모제품 아님  제약 꺼라고 했어요. 갈등 중에 다른 약사인 지인에게   얘기를 들었어요. 썰티아이냐  이냐인데, 만만치 않은 가격에 갈등할 수 밖에 없네요. 일단 체험의 기회를 주시면 먹어보고 결정하려고 합니다.",facebook,경기도
3,"하루종일 앉아 일하고 , 직장에서 받는 스트레스때문에 요즘들어 배변이 너무 힘들어요! 물론 불규칙적인 식습관도 문제겠지만 , 식이섬유를 많이 섭취하지못하고 있다는것도 문제인듯하네요!  으로 건강한 장건강 지켜가고싶네요",facebook,경기도
4,이제 고3이 되는 큰아이를 위해서 신청합니다. 앉아있는 시간이 많아서 장활동에 문제가 많고 또한 운동부족으로 면역력이 떨어지고 있는데 이럴때 정말  이 필요한것 같아 신청합니다.,kakaostory,경기도
4,학원일을 하는 두아들엄마입니다. 불규칙 적인 식사와 잠으로 인해 만성변비에 시달리고 있습니다. 장약과 유산균을 복용하고 있지만 항상 아쉬움이 남아서요.  제약이란 믿음을가지고 신청을 하게되었습니다.,kakaostory,전라북도
5,프로바이오틱스를 꾸준하게 먹으면 장 건강에 도움이 되고 변비개선에도 도움이 되는걸로 알고 있습니다. 저는 하루종일 앉아서 근무해야 되는 상담원이고 스트레스도 많이 받는 직업이라.. 변비와는 떨어지지 않네요.. 심지어 얼마전 해외여행에서는 배는 빵빵한데.. 화장실 신호도 오지않고 화장실에서 작은것도 시원하게 해결보지 못해 여행내내 힘이 들었습니다. 요즘 TV광고로 흥미가 있었는데 이렇게 체험에 참여할수있어 좋네요 ^^   먹고 장이 건강해지면 동네방네 소문내고 살도 빼야겠어요 ㅎㅎㅎ. 변비가 만병에 근원이잖아요 ^^,kakaostory,경기도
5,19주임산부입니다~철분제복용후 배변이 넘 힘들고 유산균이 배속 아이 아토피를 억제한다는 이야기를 듣고 유산균을 알아보던중에 체험단을 신청하게됐네요~^^꼭 당첨 되서 산모들에게도 추천할 수 있는 유산균이 됐음 좋겠어요~~♡♡,kakaostory,인천광역시
3,"세계최초 4중 코팅 유산균,,이라고 하니 다른 유산균과 어떻게 효과가 다른지,,경험해 보고 싶네요~~",facebook,경기도
1,체험단 신청합니다. 이진영 (010-4914-6857),facebook,서울특별시
2,늘 걱정되는게 장건강인데 엄마한테 드리고 싶어요,facebook,서울특별시
3,숙변이 가득차있는지 변비가 심합니다 ㅠㅠ 유산균 좋다는거 먹어봐도 별 효과릉 보지 못해서요~ 변비 탈출하고 싶어요!!,facebook,부산광역시
4,결혼하고 아이낳고 보니 신랑건강 아이건강 심지어 부모님건강은 챙기고 있어도 정작 제건강은 돌보지 않고있더라고요. 친구가 먹어보니 너무좋고 효과있다기에 구매전 무료체험 해보고싶습니다 꼭 뽑아주세요,facebook,서울특별시
3,큰애는 면연력이 약해서 감기를 달고살고 둘째는 변비로고생하고 운명하다는 유산균다먹여봐도 만족하지 못했어요~ 안그래도 광고를보고 관심이 갔었는데 체험할수있는 기회가왔음 좋겠네요~,kakaostory,경기도
3,저의시어머님께서 천식이잇으셔서 늘 목에서 쇠소리가 나곤하는데 천식에 좋다니 체험하고싶네요 저두 비염이 있는데 도움될까하구요 가족 모두가 도움되겟죠??,facebook,
1,D,kakaostory,
1,면역력 높이고 싶어요,kakaostory,부산광역시
3,신랑이 장이 안좋아서 방귀를끼면 냄새가 많이나고 과민성 대장증후군을 앓고 있습니다. 티비를보던중 김희애씨가 광고하는것을 보며 저 유산균에 대해 알아보라고 합니다. 4중코팅막이라며 복용해보고 싶다합니다. 검색도중 체험단이 있어 신청하게되었습니다.,kakaostory,
3,출산후 불귤칙한 식사로 힘든데... 장건강 지킬수있게 도와주세요.,facebook,전라북도
3,재직중인 친구의 소개로 이벤트 참여하게 되었는데 제가 요즘 지독한 변비에 시달리는데~ ㅜㅜㅋㅋㅋㅋㅋ 꼭 뽑아주세요^^^^^ 효과있음 지속적으로 먹을 생각입니다?,facebook,전라북도
3,장이 않좋아 소화도 안되고 그러네요 그래서 다른 유산균을 먹어도 똑같아요 식생활이 불규칙하다보니 그런것 같은데 이번에 당첨이 되면 한번 체험해 보고 싶네요,facebook,충청북도
4,제가 백반증으로 한의원에서약을머고있습니다 근데한의사 선생님께서 유산균을 꼭챙겨먹어야됀다구 지금까지 유산균을 꼭챙겨 먹고는있는데요 그리많이 효과를 못보고있는상태입니다 은저에게 꼭맞을거같아요 체험단에 꼭 되고싶어요,facebook,경상북도
4,화장실을 다녀와도 늘 속이 불편하고 시도 때도 없이 배가 아프며 어쩔땐 볼일을 못보고 그냥 배만 마구 아픕니다 장이 안좋타고 병원에서 그렇게 말만하고 다른 치료나 처방이 없었네요 결국 나혼자만의 아픔으로 아침마다 바쁜 시간인데 화장실에서 가족에게 민폐도 끼치고 그래서 저도 참고 참아 회사가서 볼일보고 이런 나의 아픔을 누가 알리요!   으로 나의 불편한 장 체험으로 효과 보고 싶네요 많은 페이스북 친구들에게 알리고 내 편안한 장 소개 하고 싶습니다,facebook,경기도
4,안녕하세요 서른셋 더하기 하나 강정구라고합니다 장시간서서 근무하는서비스업 바리스타 입니다. 오랜시간동안서서 근무하는 일의 특성이 반복되어 11년재 한회사 근무중입니다 매장근무특성상 장에 가스가 많이차기도 배가 아프기도 합니다. 프로바이오틱스  을통해 4주간은몸의 변화를 직접체험하고 경험하고 싶어 지원신청합니다 먹고 반응 좋으면 오래오래 애용하고 홍보하겠습니다 감사합니다,facebook,서울특별시
3,결혼준비하면서 아이도 생각해야해서 유산균을 먹어보려고 하는데 우연히 티비보다가   광고를 보고 검색해서 찾아봤습니다 아기를 건강하게 준비하고 싶어서 신청 하게 되었습니다,facebook,서울특별시
3,40대 남성입니다. 장이 안 좋아 밀가루 음식만 먹으면 속이 안좋고 설사를 합니다. 암웨이 유산균이나 매일유업 유산균 제품을 먹었을때 괜찮아는데 지금은 먹지 않고 있습니다.왜냐하면 유산균을 섭취해서 괜찮았는지 아니면 밀가루 음식을 먹지 않아서 인지 알고싶어서 입니다. 체험단에 참여하면서 지큐가 얼마나 좋은지 알고 싶습니다. 만약 지큐를 먹은 후 밀가루 음식을 먹었을때 장이 편하고 설사가 없다면 그만큼 효과가 있는거겠죠.,facebook,충청북도
3,유산균을 찾다가 선전을 봤어요 예전에 여러제품을 접했지만 매일 꾸준히 챙겨먹기 불편하더라구요 효과도 모르겠고 그래서 이제품은 어떤지 체험시청해봅니다,kakaostory,부산광역시
4,항상 장이 안 좋아서 더부룩하고 배에서도 소리가 자주 나고 무엇보다 변비가 심해서 고생입니다 요즘 유산균이 좋다고들 하는데 사실 너무나 많은 제품들과 정보들로 인해 어떤 걸 선택해야 할지도 고민이고 소비자 입장에서는 잘 모르기 때문에 더욱 어려운 것이 사실입니다 하지만 이렇게  에 대한 상세한 정보와 홍보를 보면서 신뢰가 생기고 무엇보다  제약이라는 최고의 제약회사라는 믿음과 함께 꼭 체험해보고 싶다는 욕구가 불끈불끈 생기네요!! 저의 최대의 골칫거리이자 말썽꾼인 이 장트러블을 말끔히 해결해주세요~ 부탁드립니다!!,kakaostory,대구광역시
3,유산균이 좋다는 말을 많이 들었는데 선뜻 먹어보지 못하고 있었는데 이런 좋은 기회에 꼭 체험해 보고 싶네요~ 평상시에 장이 약해서 배탈도 자주 나고 항상 트러블 많은 피부때문에 고민인데  으로 꼭 탈출하고 싶습니다!!,kakaostory,대구광역시
3,가족들 모두 변비도 심하고 치질도 있어서 항상 화장실 가는게 무서울 정도입니다~ 게다가 면역력도 약해서 감기에도 자주 걸리고요~  으로 꼭 좋은 결과 있었으면 좋겠습니다~,kakaostory,대구광역시
4,면역력이 너무 떨어졌는지 한여름에도 감기에 걸리고 겨울에는 감기를 달고 삽니다 그러다 보니 항상 피곤하고 기운도 없고 일상생활에 의욕도 없어지네요 유산균이 면역기능을 높여주고 활력에도 도움이 된다는 말을 많이 들었는데 이번에  을 통해서 꼭 좋은 경험 해보고 싶습니다,kakaostory,강원도
4,장건강 너무 중요하죠~ 장이 건강해야 온 몸이 다 건강하다는 말이 있듯이 우리 몸의 가장 핵심인 부분인데 사실 너무 소홀히 하는 경향이 있는 것 같아요~ 요즘에는 장건강에 대한 관심이 높아져서 시중에 유산균이 많이 나와 있는데 사실 믿을만한 제품이 별로 없는 것 같아 망설여졌습니다 하지만  제약  은 너무 믿음이 가고 꼭 먹어보고 싶어요~ 제 건강을  을 지키고 싶네요,kakaostory,강원도
4,평상시에 인스턴트 음식도 자주 먹고 불규칙한 식사와 술도 좋아하는 편인데 그러다 보니 장도 안좋은 것 같고 항상 더부룩한 느낌이 듭니다 안좋다는 걸 알면서도 나쁜 습관을 고치기가 쉽지 않네요~ 프로바이오틱스  으로 건강도 되찾고 나쁜 습관도 조금씩 고쳐나가고 싶어요,kakaostory,강원도
4,점점 나이가 들면서 건강에도 신경쓰게 되고 약도 많이 먹게 되는데 잘 좋아지진 않는 것 같아요~ 근본적인 대책이 필요한 것 같은데  을 보면서 바로 이거구나! 하는 생각이 들었어요~ 모든 나쁜 습관이 저에 해당되더라고요~ 튼튼한 장건강이 젊음과 건강의 비결인 것 같아 꼭 체험해보고 앞으로도 꾸준히 사용해보고 싶어요!,kakaostory,강원도
4,변비도 심하고 식사도 불규칙하고 그러다보니 얼굴이며 몸에 트러블도 많이 나고 까칠하고 정말 너무 고민입니다 유산균에 대한 좋은 효과는 많이 들어서 알고는 있었지만 아직 체험해보지 못하고 있었는데 이번 좋은 기회에 꼭 체험해보고 좋은 효과도 보고 생생하고 좋은 후기도 남겨보고 싶습니다!,kakaostory,대구광역시
3,변비는 없지만 장염을 달고사는 저에게는 좋은 유산균이 필요합니다!  으로 지겨운 장염에서 해방되고 싶어요~ 지금까지 여러가지 유산균을 먹어봤는데 ~ 세계 최초로 특허도 받았다고 하니깐 기대가 많이 됩니다.  이 필요한 저에게 꼭 보내주세요!   먹고 건강한 2016년 되고 싶어요,facebook,인천광역시
3,제가 어렸을때부터 장이안좋았어요 그래서 약국애서 장건강애 좋다는약과 유산균약을 먹어보있는데 꾸준히먹지못해서 효과를 보지못했었습니다. 저에게 꼭 맞는 장건강 약을 찾고싶어서 사연남겨요 꼭 당첨되서   복용하보고싶습니다! 감사합니다,facebook,서울특별시
3,세계최초 특허 4중코팅 프로바이오틱스  으로 튼튼한 장건강을 만들어보고 싶습니다~,facebook,서울특별시
3,엄마한테 뜻깊은거로 선물해드리고 싶네요 변을보셔도 가끔 시원하게못보시는 경우가 있으세요 스트레스 받아서 인지 아무래도 편안하게 일 안다심 좋겠지만 먹고 살기위해 ㅈ다니시는 모습보면 변비로 고생하시는모습에 안스러울때가 여간 아니랍니다 그래서 선물해드리고싶어 이벤트에 참여해봅니다,kakaostory,경기도
3,장이 민감해서 조금만 신경써도 탈이나고마는 배... 배변활동이 불규칙하고 화장실 다녀온후에도 먼가 찝찝한 듯한 느낌...  먹고 정상적인 장으로 돌아가고파요~~~,kakaostory,
3,평소에 장이 건강하지 못해서 장트러블이 심한 편이라 건강한 장관리를 위해 체험해보고 싶어요. 장관리도 하고 면역관리도 열심히 해서 2016년 건강하게 보내고 싶어요.,kakaostory,대전광역시
4,화장실을 다녀와도 늘 속이 불편하고 시도 때도 없이 배가 아프며 어쩔땐 볼일을 못보고 그냥 배만 마구 아픕니다 장이 안좋타고 병원에서 그렇게 말만하고 다른 치료나 처방이 없었네요 결국 나혼자만의 아픔으로 아침마다 바쁜 시간인데 화장실에서 가족에게 민폐도 끼치고 그래서 저도 참고 참아 회사가서 볼일보고 이런 나의 아픔을 누가 알리요!   으로 나의 불편한 장 체험으로 효과 보고 싶네요 많은 페이스북 친구들에게 알리고 내 편안한 장 소개 하고 싶습니다,facebook,경기도
3,이때까지 먹은 유산균은 솔직히 효과가 있는지 잘모르겠음 보이는것이 아니기에... 암튼 이건 꼭 한번 먹어보고 싶어요...,kakaostory,경상북도
2,배변활동이 원할하지 않아 변비가 있는 47세 남성입니다.어떤 때에는 4일정도에 한 번 변을 보는 경우도 있어요. 나에게 맞는 유산균을 찾고 있는 중에 페이스북에서   체험단을 모집한다는 광고를 보고 신청하게 되었습니다. 한 번 먹어보고 싶습니다. 꼭,facebook,
2,아내가 변비로 가끔 고새하고 있는데 이 제품으로 변화를 체험할 수 있었으면 합니다,facebook,경기도
3,아기를 낳은지 두달째인데...임신전까진 배변이 원활했는데..출산이후로 변상태가 더 않좋아졋어요..ㅜㅠ 아기가있으니 식사시간이며 화장실가는것도 제때제때못하니 점점 안좋아지는 와중에..프로바이오틱스를 접하다가  제약에서 나오는걸 우연히 보았네요_(운명인가요?..ㅋ)_나를위해  이라도 챙겨먹고싶네요^^;;설레임을 가지고 당첨을 기다려보아요~~~,kakaostory,경기도
1,장 안좋아서 신청해봅니다!!!,facebook,
1,지긋지긋한 변비에서 탈출하고 싶어요.,kakaostory,경기도
1,37세 직장인 입니다 배에 가스가 차는 느낌이 많습니다 구입전에 먼저 효과를 보고 싶습니다,kakaostory,충청남도
3,하루하루를 여드름과 설사로 지내는 직장인 입니다 잦은 음주와 앉아서 근무하는 회사생활을 하다보니 끝없는 만성피로에 힘든 나날을 보내고 있던 찰라에 팀장님께서 프로 바이오틱스 제품을 섭취후에 피부도 좋아지고 피곤함도 개선 되었다는 말을 듣고 나도 한번 프로바이오틱스를 먹어 볼까라는 생각이 들던 순간에 우연히   체험단 신청하기를 보고 이렇게 신청하게 되었습니다 운명같은  의 만남을 계속이어 갈 수 있는 좋은 기회를 주세요,kakaostory,
2,저희장모님께서 요즘소화도안되시고 배변활동도불편해하셔서 신청합니다~,facebook,
2,어릴때부터변비가심했는데애셋을낳아도조금만방심하면변비가되네요 관리를꾸준히해야하는데쉽지는않네요  을먹으면효과가있을꺼같아요,kakaostory,경상북도
3,아이셋을키우고있어요 유산균을 꼭 먹이는엄마입니다  을 체험해보고싶읍니다 9살큰딸~~ 6살둘째딸~~이제 4개월된아들내미~~!!! 체험할기회를주세요!!,facebook,인천광역시
3,평소 과민성대장증후군으로 고생하는 남편을 위해 그리고 변비가 심한 저를 위해 신청해요,kakaostory,경기도
4,안녕하세요. 저는 사무관련 분야에서 근무하고 있는 직장인입니다. 사무업무를 주로 보는 터라 출근해서도 책상에 앉아있는 시간이 많은편입니다. 그래서 그런지 장운동 시간이 상대적으로 매우 적어 학생때는 없었던 변비가 회사 입사후 생겼거든요.. 그전에는 변비가 이렇게까지 불쾌하고 신경쓰이고 불편한 질병(??)인지 몰랐었습니다. 막상 변비가 생기고 보니 변비 탈출을 위해 많은 노력을 해도 좀처럼 사라지지 않더군요.. 요구르트도 먹고 퇴근후 운동도 해보고 그래도 잘 낫지않더군요... 이번에 프로바이오틱스   체험단에 선정된다면 이렇게 고생하는 저와 제 대장에 많은 도움이 될것 같습니다. 체험단 활동을 확실하게해서 프로바이오틱스  의 효능을 확실히 검증하도록 하겠습니다..,facebook,인천광역시
3,"어머니가 대장암 수술후 장이 좋지 않아 설사를 자주하십니다.  을 드셔서 장이 더 튼튼해지고, 속이 좋아지시기를 기대하며 체험단에 신청합니다. 효과가 확인되면 앞으로도 계속 사용할 생각입니다.",kakaostory,경기도
3,요즘 들어 신경이 많이 쓰이는 문제라 신청 하게 되었습니다~ 딱히 아프거나 그런건 아닌데 좀 불편함이 있고... 꼭 체험 하고 싶습니다,facebook,부산광역시
3,출산후 불규칙한 식사와 모자란 잠등 으로 인해 면역력이 확 떨어졌습니다. 그로인해 장건강도 안좋아졌구요ㅠ,facebook,충청남도
2,장이 좋지않아 신청해봅니다.,facebook,인천광역시
4,저는1953년 6월10일생입니다 내가알기로는 초등학교 2학년때부터인가요 그때부터 매일개스차고 묽은변만 50년 이상을 누고 살아왔습니다 한번도 재대로된변을 보지 못하여 항문은 약해지고 조금만 힘을주면 치질이 나오고 수도없이 많은 유산균제를 복용하였으나 효과도 제대로 보지 못하고 하여 이번에 티브이로 선전하는   유산균을 보고 계속하여 먹어보고픈 마음이 생겨 체험을 신청하게 되었습니다 꼭 체험단으로 채택되어 장이 편한 날을 한번이라도 느끼고 싶어 신청하옵니다,kakaostory,전라북도
3,"사연은어떻게써야하는건가요?ㅎ  좋다고약사님이추천해주시길래, 한번글남겨봅니다ㅎ 저는아기유산균으로한번먹여볼까합니다ㅎ",facebook,전라남도
4,김희애씨가광고하는걸보고 이거괜찮겠네하는믿음이먼저갔어요 저는49세지독한변비 장무력즘과함께한지30년이넘은주부입니다 약없이는일을볼수가없구요 지난해12박13일호주여행때는전혀일을못본적도있어요 우리나라에나오는유산균제품은안먹어본게업지만 효과는거기서거기였어요 그래서늘새로운거좀더좋은거찾고있었어요 김희애씨믿는만큼 이저에게새로운세상을영어줬음좋겠어요ㅎㅎㅎ,facebook,
3,"스트레스성으로 특발성 질병이 발생하는 남편을 위해 신청합니다. 체험분 외에도 제품구매 예정에 있구요^^.  은 잡지에서 광고로 우선 접했 는데 그 뒤로 관심있어 사연 보냅니다. 좋은 참여 기회 주셔 감사드리고, 제품 체험도 되면 상세 체험 올려드리겠습니다~",kakaostory,경기도
3,"저는21세인 학생입니다. 집떠나 끼니를 사먹거나 인스턴트식품들을 먹고 면역이약한지 비염이있고 변을 자주보지 못하고 치킨같은 기름진 음식을 먹으면 배가 아파, 아파하는 소리를 듣고 엄마가 치료해주시려고 핸드폰으로 검색하다가 비염에 유산균이 좋다하여 찾다 4중코팅에 장까지 잘찾아가는 좋은유산균이 있다해서 한번경험해보고자 신청해봅니다.",facebook,충청남도
5,아이가 면역력이 약하고 소화기능도 안좋은거 같아요!! 하여 요즘 유산균을 많이 먹인다기에.. 알아보고 있었답니다 헌데 물어보면 광고를 하는 답변들이 많고... 먹여보고 살수 있는게 아니라 고민이 많이 되더라구요 세 아이중 막내가 제일 면역이 약해 물사마귀도 올라와 스트레스가 이만 저만이 아니랍니다 피부도 아토피까지 있고요... 사마귀도 없애고 아이가 좀 건강해지려면 면역을 높여야 한다는 말에 4중코팅 프로바이오틱스 키즈제품을 체험해보고 다른 두 아이도 함께 먹여볼 생각입니다 아이들을 위해 바른 선택 할수있도록 체험 기회를 주세요~ 후기도 열심히 작성하겠습니다.,facebook,경기도
1,장건강을 지키고 싶어요,kakaostory,
3,신랑도 저도 비염. 그걸 딸에게 물려줬네요 ㅡㅡ 더군다나 변보기도 힘든 제딸. 비염을 치료하기보단 몸에 면역을 올리는게 더 중요하다고 해서 유산균이나 비타민제 먹긴하는데 그다지 효능이 없었습니다. 효과보고싶어요~~,kakaostory,충청남도
3,와 ~~새로운 유산균..먹어보고싶네요..위암을 수술하고 집에서 요양중인데..유산균을먹어야한대서 고르고고르고 있었는데..체험을 통해서 준다고하니 또 이렇게 글을 남기네요.먹어보고 좋았음좋겠어요 꾸준히 먹고싶어요^^,kakaostory,
3,첫째가26개월인데 감기에너무잘걸리고 면연력이 약해서 지금 람노서스에이스유산균을 먹고있는데 다먹어가서 윤산균을 바꿔보려하는데  을 접해들었어요 그래서 먹어보려고요,facebook,
5,우리 가족은 참 여러종류의 유산균을 복용해왔습니다. 그러나 항상 위산에 취약하다는 점에대해 아쉬웠던 참에  의 광고를 보고 검색하여 체험단 신청하기를 하게되었습니다. 효과가 좋으면 가족이 계속 복용하도록 하겠으니 체험단 기회를 주시면 감사하겠습니다. 가족은 4인 가족이고 모두 유산균복용을 하고있습니다. 보다 효과좋은 유산균제제를 찾고 있었습니다. 4중코팅이고 각 단계마다 위산에 대응하며 장까지 안전하게 도달한다는것이 참으로 대단한 기술력의 집약이라고 생각합니다. 우리가족에게 체험단의 기회를 주시면 꾸준히 구매하여 복용하고 또 주위에 널리 알리고 좋은 유산균제제를 널리 알리도록 하겠습니다. 그리고 믿을수있는  제약 제품이라는것이 마음에 듭니다. 그럼 기다리며 체험단 신청을 하겠습니다. 좋은 하루되시고 감사합니다.,facebook,경기도
5,우리 가족은 참 여러종류의 유산균을 복용해왔습니다. 그러나 항상 위산에 취약하다는 점에대해 아쉬웠던 참에  의 광고를 보고 검색하여 체험단 신청하기를 하게되었습니다. 효과가 좋으면 가족이 계속 복용하도록 하겠으니 체험단 기회를 주시면 감사하겠습니다. 가족은 4인 가족이고 모두 유산균복용을 하고있습니다. 보다 효과좋은 유산균제제를 찾고 있었습니다. 4중코팅이고 각 단계마다 위산에 대응하며 장까지 안전하게 도달한다는것이 참으로 대단한 기술력의 집약이라고 생각합니다. 우리가족에게 체험단의 기회를 주시면 꾸준히 구매하여 복용하고 또 주위에 널리 알리고 좋은 유산균제제를 널리 알리도록 하겠습니다. 그리고 믿을수있는  제약 제품이라는것이 마음에 듭니다. 그럼 기다리며 체험단 신청을 하겠습니다. 좋은 하루되시고 감사합니다.,facebook,경기도
3,우리집은 아빠.엄마.아들둘이 모두 비염.충농증이 있습니다. 우리식구중 둘은 변비가 있습니다. 마침 집에 유산균이 떨어졌는데   체험해보고 좋으면 계속 복용해보려고요. 꼭 당첨되길 바랍니다.,facebook,경기도
2,세계최초 특허 4중코팅 프로바이오틱스  과 함께 건강한 장 건강을 위해 시작하고 싶네요   체험단으로 신청합니다,facebook,울산광역시
2,세계최초 특허 4중코팅 프로바이오틱스  과 함께 건강한 장 건강을 위해 시작하고 싶네요   체험단으로 신청합니다,facebook,울산광역시
2,세계최초 특허 4중코팅 프로바이오틱스  과 함께 건강한 장 건강을 위해 시작하고 싶네요   체험단으로 신청합니다,facebook,울산광역시
3,엄마의 장건강을 지켜드리고 싶어요!! 다른종류의 약도 사드려봣는데 ㅜ  을 한번!!!,facebook,경기도
1,저는 항상 장이 요동칩니다.,kakaostory,
3,저는 하루에 화장실을 정말 20번도 더 갈 때가 많습니다. 마침 유산균 먹어보려고 검색하던 찰나였는데 무한도전 하기 전 광고에서 봤습니다. 회사에서도 수시로 화장실을 들락날락하는 제 모습이 너무 애처롭습니다. 주변에서도 안쓰러운 눈빛으로 보는 자테가 속상하네요. 좋은 기회가 되었으면 좋겠습니다.,facebook,서울특별시
3,평소에 배변활동이 불규칙적이고 변비가 심해요~ 한번 경험하고 느껴보고 싶네요~,kakaostory,충청남도
4,두아이 엄마입니다. 둘째낳고 대상포진이 와서 아직도 후유증 앓고 있네요ㅜ 장속 건강이 면역력 키우는데 중요하다고 들었어요 이번기회에 아이먼저 가족먼저 아닌 제건강 먼저 챙겨볼수있었으면 좋겠네요~ 기회를 주세용~~~,facebook,서울특별시
5,식중독에 걸린후 피부가 뒤집어 지고 피부과 를 가서 치료를 받았으나 그때 뿐이여서 그 후에 한의원에 가서 장 치료와 피부 치료를 동시에 진행 했습니다만 그닥 효과가 없어 신청합니다 거의 매일 설사를 반복하고 직장 스트레스 때문인지 정상적인 배변이 원할하지가 않습니다 어머니와 외가쪽 대부분이 장 상태가 좋지 않으셔서 그런건가 하는 의문도 듭니다 외할머니께서는 얼마전에 대장암 수술도 받으셨고요 아무튼  이 효과가 있을까 하여 신청해봅니다,facebook,부산광역시
